My Design - Energy Use| Total,My Design - Fuel Use| Electricity: Total,My Design - Fuel Use| Natural Gas: Total,My Design - End Use| Electricity: Heating,My Design - End Use| Electricity: Heating Fans/Pumps,My Design - End Use| Electricity: Cooling,My Design - End Use| Electricity: Cooling Fans/Pumps,My Design - End Use| Electricity: Lighting Interior,My Design - End Use| Electricity: Lighting Exterior,My Design - End Use| Electricity: Mech Vent,My Design - End Use| Electricity: Refrigerator,My Design - End Use| Electricity: Dishwasher,My Design - End Use| Electricity: Clothes Washer,My Design - End Use| Electricity: Clothes Dryer,My Design - End Use| Electricity: Range/Oven,My Design - End Use| Electricity: Television,My Design - End Use| Electricity: Plug Loads,My Design - End Use| Natural Gas: Hot Water,My Design - Emissions| CO2e: BEopt: Total,My Design - Emissions| CO2e: BEopt: Electricity: Total,My Design - Emissions| CO2e: BEopt: Natural Gas: Total,My Design - Emissions| CO2e: BEopt: Electricity: Heating,My Design - Emissions| CO2e: BEopt: Electricity: Heating Fans/Pumps,My Design - Emissions| CO2e: BEopt: Electricity: Cooling,My Design - Emissions| CO2e: BEopt: Electricity: Cooling Fans/Pumps,My Design - Emissions| CO2e: BEopt: Electricity: Lighting Interior,My Design - Emissions| CO2e: BEopt: Electricity: Lighting Exterior,My Design - Emissions| CO2e: BEopt: Electricity: Mech Vent,My Design - Emissions| CO2e: BEopt: Electricity: Refrigerator,My Design - Emissions| CO2e: BEopt: Electricity: Dishwasher,My Design - Emissions| CO2e: BEopt: Electricity: Clothes Washer,My Design - Emissions| CO2e: BEopt: Electricity: Clothes Dryer,My Design - Emissions| CO2e: BEopt: Electricity: Range/Oven,My Design - Emissions| CO2e: BEopt: Electricity: Television,My Design - Emissions| CO2e: BEopt: Electricity: Plug Loads,My Design - Emissions| CO2e: BEopt: Natural Gas: Hot Water,My Design - Hot Water| Clothes Washer,My Design - Hot Water| Dishwasher,My Design - Hot Water| Fixtures,My Design - Hot Water| Distribution Waste,My Design - Load| Heating: Delivered,My Design - Load| Cooling: Delivered,My Design - Load| Hot Water: Delivered,My Design - Component Load| Heating: Roofs,My Design - Component Load| Heating: Ceilings,My Design - Component Load| Heating: Walls,My Design - Component Load| Heating: Doors,My Design - Component Load| Heating: Windows,My Design - Component Load| Heating: Slabs,My Design - Component Load| Heating: Internal Mass,My Design - Component Load| Heating: Infiltration,My Design - Component Load| Heating: Mechanical Ventilation,My Design - Component Load| Heating: Ducts,My Design - Component Load| Heating: Internal Gains,My Design - Component Load| Cooling: Roofs,My Design - Component Load| Cooling: Ceilings,My Design - Component Load| Cooling: Walls,My Design - Component Load| Cooling: Doors,My Design - Component Load| Cooling: Windows,My Design - Component Load| Cooling: Slabs,My Design - Component Load| Cooling: Internal Mass,My Design - Component Load| Cooling: Infiltration,My Design - Component Load| Cooling: Natural Ventilation,My Design - Component Load| Cooling: Mechanical Ventilation,My Design - Component Load| Cooling: Ducts,My Design - Component Load| Cooling: Internal Gains,My Design - Unmet Hours| Heating,My Design - Unmet Hours| Cooling,My Design - Temperature| Attic - Unvented,My Design - Temperature| Living Space,My Design - Temperature| Heating Setpoint,My Design - Temperature| Cooling Setpoint,My Design - Airflow| Infiltration,My Design - Airflow| Mechanical Ventilation,My Design - Airflow| Natural Ventilation,My Design - Weather| Drybulb Temperature,My Design - Weather| Wetbulb Temperature,My Design - Weather| Relative Humidity,My Design - Weather| Wind Speed,My Design - Weather| Diffuse Solar Radiation,My Design - Weather| Direct Solar Radiation
6.71,1.53,1.48,0,0,0.39,0.13,0.47,0.03,0.02,0.05,0.03,0.01,0.08,0.05,0.08,0.21,1.48,1.01283,0.79532,0.2175,0,0,0.2006,0.06558,0.24245,0.01361,0.01188,0.02695,0.01297,0.00275,0.04203,0.02409,0.04102,0.11138,0.2175,0.12,0.27,1.1,0.39,0,8.19,0.75,0,0,0,0,0,0,0,0,0,0,0,0.25,-0.06,3.27,-0.03,-1.6,2,0.9,-0.14,0,-0.84,0.92,3.54,0,0,74.48,74,72,74,12.16,70.68,0,62.96,47.3,28,5.82,0,0
5.71,1.24,1.47,0,0,0.29,0.09,0.34,0.02,0.02,0.05,0.02,0.01,0.08,0.03,0.08,0.21,1.47,0.8602,0.64298,0.21722,0,0,0.14978,0.04912,0.17412,0.01264,0.01188,0.02637,0.00965,0.00264,0.04365,0.01721,0.03927,0.10664,0.21722,0.12,0.2,1.07,0.38,0,6.15,0.71,0,0,0,0,0,0,0,0,0,0,0,0.24,-0.27,1.83,-0.05,-1.63,2.21,1.13,-0.16,0,-0.92,0.69,3.09,0,0,73.83,74,72,74,12.42,70.88,0,62.06,46.91,29,4.7,0,0
2.94,0.86,0,0,0,0.18,0.06,0.17,0.02,0.02,0.05,0.01,0,0.07,0.02,0.07,0.18,0,0.44608,0.44608,0,0,0,0.09426,0.03123,0.08816,0.01089,0.01188,0.02523,0.00634,0.0018,0.03557,0.01101,0.03491,0.09479,0,0.08,0.13,0.76,0.27,0,3.93,0.5,0,0,0,0,0,0,0,0,0,0,0,0.23,-0.42,0.59,-0.05,-1.77,2.41,1.38,-0.26,0,-1.06,0.5,2.41,0,0,73.24,74,72,74,17.04,69.88,0,60.08,46.19,32,8.05,0,0
3.5,0.6,1.46,0,0,0.11,0.04,0.08,0.02,0.02,0.05,0.01,0,0.04,0.01,0.06,0.16,1.46,0.5245,0.30942,0.21508,0,0,0.0572,0.01889,0.03967,0.00914,0.01188,0.02351,0.00447,0.00096,0.0194,0.00757,0.03142,0.08531,0.21508,0.04,0.09,0.55,0.19,0,2.38,0.35,0,0,0,0,0,0,0,0,0,0,0,0.19,-0.54,-0.38,-0.06,-1.74,2.48,1.44,-0.26,0,-1.03,0.31,1.98,0,0,72.9,74,72,74,17.35,67.88,0,60.08,46.66,34,8.05,0,0
1.45,0.42,0,0,0,0.03,0.01,0.05,0.02,0.02,0.04,0,0,0.02,0.01,0.06,0.16,0,0.21965,0.21965,0,0,0,0.01611,0.00544,0.02645,0.00778,0.01188,0.02293,0.00216,0.00051,0.00808,0.00482,0.03055,0.08294,0,0.02,0.04,0.29,0.1,0,0.69,0.18,0,0,0,0,0,0,0,0,0,0,0,0.16,-0.59,-1.05,-0.06,-2.14,2.59,1.47,-0.4,0,-1.32,0.19,1.87,0,0,72.61,74,72,74,20.01,66.48,0,55.94,44.6,39,5.82,0,0
1.19,0.35,0,0,0,0,0,0.04,0.01,0.02,0.04,0,0,0.01,0.01,0.06,0.15,0,0.18155,0.18155,0,0,0,0,0,0.02204,0.0072,0.01188,0.02236,0.00101,0.00039,0.00485,0.00482,0.0288,0.0782,0,0.02,0.02,0.13,0.05,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0.12,-0.65,-1.56,-0.07,-2.01,2.59,1.39,-0.37,0,-1.23,0.05,1.8,0,0,72.5,74.02,72,74,19.73,66.07,0,57.02,45.01,37,6.93,0,0
2.59,0.33,1.45,0,0,0,0,0.04,0.01,0.02,0.04,0,0,0.01,0.01,0.05,0.15,1.45,0.3869,0.1736,0.2133,0,0,0,0,0.02204,0.0072,0.01188,0.02179,0.00072,0.00022,0.00323,0.00275,0.02793,0.07583,0.2133,0.01,0.01,0.08,0.03,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.09,-0.69,-2.02,-0.07,-2.01,2.61,1.29,-0.36,0,-1.23,0,1.78,0,0,72.28,73.68,72,74,19.79,65.87,0,57.02,44.36,34,6.93,0,0
1.1,0.32,0,0,0,0,0,0.04,0.01,0.02,0.04,0,0,0,0.01,0.05,0.14,0,0.16749,0.16749,0,0,0,0,0,0.02204,0.00681,0.01188,0.02121,0.00043,0.00022,0.00162,0.00275,0.02705,0.07346,0,0.01,0.01,0.13,0.05,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0.07,-0.67,-2.21,-0.07,-2.26,2.79,1.45,-0.45,0,-1.43,0,1.75,0,0,71.87,73.08,72,74,21.33,65.67,0,53.96,42.86,38,4.7,0,0
1.33,0.39,0,0.05,0,0,0,0.05,0.01,0.02,0.04,0,0,0.01,0.01,0.05,0.15,0,0.20214,0.20214,0,0.02592,0,0,0,0.02425,0.00681,0.01188,0.02064,0.00043,0.00039,0.00323,0.00482,0.02793,0.07583,0,0.02,0.01,0.37,0.13,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0.07,-0.64,-2.25,-0.08,-2.63,3.05,1.77,-0.65,0,-1.77,0,1.77,0,0,71.32,72.29,72,74,25.23,65.87,0,48.92,40.67,48,0,0,0
3.15,0.49,1.48,0.1,0,0,0,0.08,0.01,0.02,0.04,0,0,0.01,0.01,0.06,0.15,1.48,0.47163,0.25397,0.21765,0.05157,0.00113,0,0,0.03967,0.00758,0.01188,0.02064,0.00144,0.00062,0.00485,0.00757,0.0288,0.0782,0.21765,0.03,0.03,1.36,0.48,0.54,0,0.76,-0.07,0.67,2.37,0.09,2.61,-3.31,-2.12,0.67,1.78,0,-1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.62,72,72,74,25.3,66.07,0,48.02,40.92,54,0,0,0
5.45,0.71,3.04,0.19,0.01,0,0,0.13,0.02,0.02,0.04,0.01,0,0.02,0.03,0.06,0.17,3.04,0.81349,0.36584,0.44766,0.09995,0.00331,0,0,0.06612,0.00856,0.01188,0.02179,0.00288,0.00124,0.01293,0.01721,0.03229,0.08768,0.44766,0.05,0.06,3.09,1.09,1.55,0,1.73,-0.04,0.78,2.8,0.1,2.69,-3.38,-2.09,0.72,1.87,0.06,-1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.04,72,72,74,25.92,67.08,0,46.94,40.32,56,0,0,0
4.55,0.89,1.52,0.25,0.01,0,0,0.16,0.02,0.02,0.04,0.01,0.01,0.05,0.06,0.07,0.19,1.52,0.68419,0.46027,0.22392,0.13085,0.00468,0,0,0.08376,0.00797,0.01188,0.02293,0.00447,0.00275,0.02587,0.02891,0.03665,0.09953,0.22392,0.12,0.09,3.06,1.08,2.23,0,1.75,0,0.94,3.31,0.1,2.57,-3.31,-1.82,0.65,1.83,0.18,-2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.75,72,72,74,24.47,68.68,0,48.02,41.25,56,0,0,0
5.48,0.72,3.02,0.04,0,0,0,0.17,0.01,0.02,0.05,0.02,0.01,0.07,0.06,0.07,0.2,3.02,0.81872,0.37406,0.44465,0.01913,0.0008,0,0,0.09037,0.00603,0.01188,0.02351,0.00836,0.0041,0.0388,0.03166,0.03753,0.1019,0.44465,0.18,0.17,2.48,0.87,0.41,0,1.5,0.15,1.29,4.39,0.1,-3.89,-1.82,0.16,0.36,1.39,0.26,-2.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.92,72,72,74,18.03,70.28,0,53.96,45,49,0,11.09,189.88
3.95,0.72,1.5,0,0,0,0,0.17,0.01,0.02,0.05,0.02,0.01,0.11,0.06,0.07,0.2,1.5,0.5927,0.37225,0.22045,0,0,0,0,0.09037,0.00486,0.01188,0.02351,0.00936,0.00483,0.05497,0.03304,0.03753,0.1019,0.22045,0.21,0.19,1.93,0.68,0,0,1.22,0,0,0,0,0,0,0,0,0,0,0,-0.22,-1.23,-3.86,-0.08,5.44,1.71,-0.71,-0.14,0,-0.78,-0.05,1.99,0,0,70.21,72.93,72,74,11.76,72.29,0,62.06,51.42,48,6.93,30.11,186.4
4.17,0.79,1.49,0,0,0.06,0.02,0.17,0.01,0.02,0.04,0.02,0.01,0.12,0.06,0.07,0.2,1.49,0.62714,0.40801,0.21913,0,0,0.02964,0.00875,0.08596,0.00467,0.01188,0.02293,0.00807,0.00472,0.06305,0.02891,0.03753,0.1019,0.21913,0.21,0.17,1.57,0.55,0,1.11,1.01,0,0,0,0,0,0,0,0,0,0,0,-0.31,-1.22,-2.91,-0.05,6.72,0.88,-2.05,-0.05,0,-0.08,0,1.97,0,0,71.37,73.97,72,74,22,73.29,0,71.96,57.51,41,16.11,44.7,202.24
4.72,0.95,1.48,0,0,0.18,0.05,0.16,0.01,0.02,0.04,0.01,0.01,0.13,0.07,0.07,0.2,1.48,0.71066,0.49282,0.21783,0,0,0.09156,0.02654,0.08155,0.00467,0.01188,0.02293,0.00692,0.00421,0.06548,0.03442,0.0384,0.10427,0.21783,0.19,0.14,1.23,0.43,0,3.23,0.8,0,0,0,0,0,0,0,0,0,0,0,-0.36,-1.04,-1.79,-0.02,6.6,0.51,-2.83,0,0,0,0.08,2.01,0,0,72.89,74,72,74,15.84,73.59,0,73.94,56.93,34,13.87,62.77,206.68
5.07,1.06,1.47,0,0,0.26,0.07,0.15,0.01,0.02,0.05,0.01,0.01,0.12,0.08,0.08,0.21,1.47,0.76365,0.54707,0.21657,0,0,0.13406,0.03801,0.07935,0.00506,0.01188,0.02408,0.00591,0.00376,0.05982,0.03923,0.03927,0.10664,0.21657,0.17,0.12,0.89,0.31,0,4.58,0.6,0,0,0,0,0,0,0,0,0,0,0,-0.31,-0.61,-0.16,0,4.61,0.92,-2.2,0.03,0,0.15,0.26,2.07,0,0,74.03,74,72,74,16.72,72.89,0,75.92,56.09,27,13.87,72.28,132.82
4.04,1.19,0,0,0,0.38,0.11,0.15,0.01,0.02,0.05,0.01,0.01,0.1,0.06,0.08,0.21,0,0.61448,0.61448,0,0,0,0.19889,0.05511,0.07714,0.00564,0.01188,0.02408,0.00663,0.00337,0.05416,0.03166,0.03927,0.10664,0,0.15,0.14,0.76,0.27,0,6.58,0.53,0,0,0,0,0,0,0,0,0,0,0,-0.26,-0.29,0.67,0.02,5.24,0.66,-2.14,0.06,0,0.31,0.39,2.03,0,0,74.9,74,72,74,13.3,72.19,0,78.08,57.23,26,11.63,42.48,256.45
6.07,1.35,1.46,0,0,0.52,0.14,0.16,0.01,0.02,0.05,0.01,0.01,0.09,0.08,0.07,0.2,1.46,0.91586,0.70009,0.21576,0,0,0.26712,0.0735,0.08155,0.00603,0.01188,0.02408,0.00519,0.00275,0.04608,0.03923,0.0384,0.10427,0.21576,0.12,0.11,0.68,0.24,0,8.73,0.46,0,0,0,0,0,0,0,0,0,0,0,-0.22,-0.04,1.17,0.03,6.54,0.42,-2.16,0.06,0,0.37,0.58,2.07,0,0,75.6,74,72,74,11.66,71.18,0,78.98,58.19,27,10.29,27.58,290.69
5.28,1.55,0,0,0,0.66,0.18,0.17,0.01,0.02,0.05,0.01,0.01,0.1,0.06,0.08,0.21,0,0.80205,0.80205,0,0,0,0.33969,0.09265,0.09037,0.00681,0.01188,0.02351,0.00547,0.00292,0.04931,0.03029,0.04015,0.10901,0,0.13,0.11,0.66,0.23,0,10.94,0.45,0,0,0,0,0,0,0,0,0,0,0,-0.17,0.13,1.65,0.03,8,0.17,-2.21,0.07,0,0.45,0.79,2.12,0,0,76.11,74,72,74,10.78,71.58,0,80.06,58.21,25,9.17,25.68,288.79
7.51,1.77,1.47,0,0,0.74,0.21,0.21,0.02,0.02,0.05,0.01,0.01,0.09,0.12,0.08,0.22,1.47,1.13509,0.91893,0.21615,0,0,0.38465,0.10671,0.11021,0.00856,0.01188,0.02523,0.00547,0.00281,0.04446,0.06333,0.04189,0.11375,0.21615,0.12,0.11,0.78,0.28,0,12.63,0.52,0,0,0,0,0,0,0,0,0,0,0,-0.1,0.23,2.38,0.03,8.03,0.18,-1.97,0.09,0,0.37,1.01,2.48,0,0,76.27,74,72,74,16.4,70.98,0,78.98,58.9,29,12.75,20.92,267.86
8.35,2.01,1.47,0,0,0.79,0.22,0.28,0.02,0.02,0.05,0.01,0.01,0.08,0.2,0.09,0.24,1.47,1.26136,1.04439,0.21697,0,0,0.4102,0.11531,0.14327,0.01089,0.01188,0.02752,0.00706,0.00275,0.04365,0.10325,0.04538,0.12323,0.21697,0.12,0.15,1.02,0.36,0,13.69,0.66,0,0,0,0,0,0,0,0,0,0,0,-0.03,0.2,3.09,0.02,6.88,0.4,-1.5,0.07,0,0.3,1.17,3.13,0,0,76.06,74,72,74,15.78,70.88,0,78.08,58.94,31,12.75,14.9,225.39
8.24,1.98,1.48,0,0,0.71,0.21,0.37,0.02,0.02,0.06,0.02,0.01,0.08,0.16,0.09,0.24,1.48,1.24544,1.02795,0.21749,0,0,0.36909,0.10741,0.18955,0.01245,0.01188,0.02867,0.01253,0.00275,0.04123,0.08053,0.04625,0.1256,0.21749,0.12,0.26,1.1,0.39,0,12.89,0.75,0,0,0,0,0,0,0,0,0,0,0,0.07,0.19,3.69,0.01,3.46,1.11,-0.53,0.01,0,0.07,1.25,3.58,0,0,75.52,74,72,74,7.03,70.58,0,75.02,58.64,37,9.17,7.92,118.24
7.45,1.75,1.48,0,0,0.53,0.16,0.45,0.03,0.02,0.05,0.03,0.01,0.08,0.08,0.08,0.23,1.48,1.12593,0.90828,0.21765,0,0,0.27632,0.0845,0.23143,0.01322,0.01188,0.02752,0.01599,0.00275,0.04123,0.0413,0.04364,0.11849,0.21765,0.12,0.33,1.1,0.39,0,10.32,0.78,0,0,0,0,0,0,0,0,0,0,0,0.16,0.14,3.91,0,-0.86,1.94,0.61,-0.02,0,-0.3,1.15,3.61,0,0,74.89,74,72,74,5.29,70.58,0,69.98,57.57,47,5.82,0,0
5.5,1.61,0,0,0,0.45,0.14,0.47,0.03,0.02,0.05,0.03,0.01,0.08,0.05,0.08,0.21,0,0.83541,0.83541,0,0,0,0.23478,0.0715,0.24245,0.01361,0.01188,0.02695,0.01297,0.00275,0.04203,0.02409,0.04102,0.11138,0,0.12,0.27,1.1,0.39,0,8.72,0.76,0,0,0,0,0,0,0,0,0,0,0,0.16,-0.12,2.97,-0.02,-0.84,1.84,0.65,-0.05,0,-0.3,0.89,3.54,0,0,74.46,74,72,74,10.97,70.68,0,69.98,58.63,51,10.29,0,0
5.98,1.32,1.48,0,0,0.36,0.11,0.34,0.02,0.02,0.05,0.02,0.01,0.08,0.03,0.08,0.21,1.48,0.90259,0.68529,0.2173,0,0,0.18422,0.05699,0.17412,0.01264,0.01188,0.02637,0.00965,0.00264,0.04365,0.01721,0.03927,0.10664,0.2173,0.12,0.2,1.07,0.38,0,7,0.71,0,0,0,0,0,0,0,0,0,0,0,0.17,-0.26,1.86,-0.03,-0.95,2.06,0.88,-0.1,0,-0.45,0.74,3.09,0,0,73.91,74,72,74,14.94,70.88,0,68,58.96,59,11.63,0,0
4.74,0.96,1.47,0,0,0.26,0.08,0.17,0.02,0.02,0.05,0.01,0,0.07,0.02,0.07,0.18,1.47,0.71287,0.4969,0.21597,0,0,0.13421,0.04211,0.08816,0.01089,0.01188,0.02523,0.00634,0.0018,0.03557,0.01101,0.03491,0.09479,0.21597,0.08,0.13,0.76,0.27,0,5.21,0.5,0,0,0,0,0,0,0,0,0,0,0,0.16,-0.36,0.93,-0.03,-1.11,2.23,1.11,-0.1,0,-0.59,0.57,2.41,0,0,73.5,74,72,74,11.27,69.88,0,66.02,58.64,65,8.05,0,0
2.33,0.68,0,0,0,0.18,0.06,0.08,0.02,0.02,0.05,0.01,0,0.04,0.01,0.06,0.16,0,0.35462,0.35462,0,0,0,0.09203,0.02926,0.03967,0.00914,0.01188,0.02351,0.00447,0.00096,0.0194,0.00757,0.03142,0.08531,0,0.04,0.09,0.55,0.19,0,3.64,0.35,0,0,0,0,0,0,0,0,0,0,0,0.15,-0.43,0.19,-0.04,-1.28,2.32,1.2,-0.11,0,-0.72,0.42,1.98,0,0,73.23,74,72,74,10.7,67.88,0,64.04,57.98,70,4.7,0,0
3.23,0.52,1.45,0,0,0.1,0.03,0.05,0.02,0.02,0.04,0,0,0.02,0.01,0.06,0.16,1.45,0.48362,0.26953,0.21409,0,0,0.05394,0.01749,0.02645,0.00778,0.01188,0.02293,0.00216,0.00051,0.00808,0.00482,0.03055,0.08294,0.21409,0.02,0.04,0.29,0.1,0,2.2,0.18,0,0,0,0,0,0,0,0,0,0,0,0.13,-0.49,-0.4,-0.05,-1.6,2.39,1.21,-0.2,0,-0.93,0.29,1.87,0,0,72.99,74,72,74,14.1,66.48,0,60.98,56.22,75,4.7,0,0
1.49,0.44,0,0,0,0.06,0.02,0.04,0.01,0.02,0.04,0,0,0.01,0.01,0.06,0.15,0,0.22608,0.22608,0,0,0,0.03365,0.01088,0.02204,0.0072,0.01188,0.02236,0.00101,0.00039,0.00485,0.00482,0.0288,0.0782,0,0.02,0.02,0.13,0.05,0,1.37,0.09,0,0,0,0,0,0,0,0,0,0,0,0.1,-0.55,-0.93,-0.05,-1.59,2.41,1.16,-0.2,0,-0.93,0.17,1.81,0,0,72.82,74,72,74,14.15,66.07,0,60.98,56.22,75,4.7,0,0
1.31,0.38,0,0,0,0.04,0.01,0.04,0.01,0.02,0.04,0,0,0.01,0.01,0.05,0.15,0,0.19923,0.19923,0,0,0,0.01938,0.00625,0.02204,0.0072,0.01188,0.02179,0.00072,0.00022,0.00323,0.00275,0.02793,0.07583,0,0.01,0.01,0.08,0.03,0,0.79,0.05,0,0,0,0,0,0,0,0,0,0,0,0.07,-0.6,-1.36,-0.06,-1.57,2.45,1.1,-0.19,0,-0.92,0.11,1.78,0,0,72.63,74,72,74,13.67,65.87,0,60.98,56.22,75,3.36,0,0
1.11,0.33,0,0,0,0,0,0.04,0.01,0.02,0.04,0,0,0,0.01,0.05,0.14,0,0.16923,0.16923,0,0,0,0.00131,0.00043,0.02204,0.00681,0.01188,0.02121,0.00043,0.00022,0.00162,0.00275,0.02705,0.07346,0,0.01,0.01,0.13,0.05,0,0.05,0.08,0,0,0,0,0,0,0,0,0,0,0,0.05,-0.64,-1.65,-0.06,-1.73,2.52,1.1,-0.25,0,-1.07,0.06,1.74,0,0,72.41,74,72,74,15.49,65.67,0,59,55.54,81,0,0,0
2.61,0.34,1.45,0,0,0,0,0.05,0.01,0.02,0.04,0,0,0.01,0.01,0.05,0.15,1.45,0.39047,0.17621,0.21426,0,0,0,0,0.02425,0.00681,0.01188,0.02064,0.00043,0.00039,0.00323,0.00482,0.02793,0.07583,0.21426,0.02,0.01,0.37,0.13,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0.03,-0.7,-1.96,-0.07,-1.85,2.54,1.07,-0.29,0,-1.15,0,1.77,0,0,72.17,73.66,72,74,16.97,65.87,0,57.92,55.07,84,3.36,0,0
2.8,0.39,1.48,0,0,0,0,0.08,0.01,0.02,0.04,0,0,0.01,0.01,0.06,0.15,1.48,0.41886,0.20127,0.21759,0,0,0,0,0.03967,0.00758,0.01188,0.02064,0.00144,0.00062,0.00485,0.00757,0.0288,0.0782,0.21759,0.03,0.03,1.37,0.48,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0.02,-0.7,-2.11,-0.07,-1.97,2.68,1.22,-0.35,0,-1.28,0,1.81,0,0,71.8,73.2,72,74,18.36,66.07,0,55.94,53.72,87,0,0,0
3.25,0.51,1.52,0,0,0,0,0.13,0.02,0.02,0.04,0.01,0,0.02,0.03,0.06,0.17,1.52,0.48635,0.26258,0.22376,0,0,0,0,0.06612,0.00856,0.01188,0.02179,0.00288,0.00124,0.01293,0.01721,0.03229,0.08768,0.22376,0.05,0.06,3.09,1.09,0,0,1.74,0,0,0,0,0,0,0,0,0,0,0,0.01,-0.72,-2.25,-0.07,-2.01,2.82,1.39,-0.36,0,-1.33,0,1.97,0,0,71.37,72.83,72,74,18.67,67.08,0,55.04,52.68,86,0,0,0
5.18,0.63,3.04,0,0,0,0,0.16,0.02,0.02,0.04,0.01,0.01,0.05,0.06,0.07,0.19,3.04,0.77282,0.32473,0.44809,0,0,0,0,0.08376,0.00797,0.01188,0.02293,0.00447,0.00275,0.02587,0.02891,0.03665,0.09953,0.44809,0.12,0.09,3.06,1.08,0,0,1.76,0,0,0,0,0,0,0,0,0,0,0,-0.01,-0.78,-2.48,-0.07,-1.78,2.86,1.39,-0.27,0,-1.18,0,2.18,0,0,70.94,72.7,72,74,15.92,68.68,0,57.02,54.04,83,0,0,0
3.84,0.68,1.51,0,0,0,0,0.17,0.01,0.02,0.05,0.02,0.01,0.07,0.06,0.07,0.2,1.51,0.57648,0.35414,0.22234,0,0,0,0,0.09037,0.00603,0.01188,0.02351,0.00836,0.0041,0.0388,0.03166,0.03753,0.1019,0.22234,0.18,0.17,2.5,0.88,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,-0.15,-1.13,-3.4,-0.08,4.43,1.47,-0.35,-0.18,0,-0.96,0,2.02,0,0,70.95,73.49,72,74,12.34,70.28,0,60.08,56.56,81,0,10.14,192.1
5.72,0.8,2.99,0,0,0.06,0.02,0.17,0.01,0.02,0.05,0.02,0.01,0.11,0.06,0.07,0.2,2.99,0.85519,0.41406,0.44114,0,0,0.032,0.00981,0.09037,0.00486,0.01188,0.02351,0.00936,0.00483,0.05497,0.03304,0.03753,0.1019,0.44114,0.21,0.19,1.94,0.68,0,1.24,1.23,0,0,0,0,0,0,0,0,0,0,0,-0.24,-1.23,-3.21,-0.06,6.71,0.79,-1.65,-0.05,-0.49,-0.51,0,1.98,0,0,71.81,73.99,72,74,6.86,72.29,63.82,66.92,60.14,68,4.7,15.85,253.6
4.62,0.92,1.49,0,0,0.16,0.05,0.17,0.01,0.02,0.04,0.02,0.01,0.12,0.06,0.07,0.2,1.49,0.69457,0.4755,0.21906,0,0,0.082,0.02388,0.08596,0.00467,0.01188,0.02293,0.00807,0.00472,0.06305,0.02891,0.03753,0.1019,0.21906,0.21,0.17,1.57,0.55,0,2.9,1.01,0,0,0,0,0,0,0,0,0,0,0,-0.3,-1.06,-1.94,-0.04,7.4,0.35,-2.36,-0.01,-1.03,-0.16,0.09,1.97,0,0,72.96,74,72,74,5.88,73.29,470.26,71.96,62.39,59,8.05,20.29,280.86
5.5,1.18,1.48,0,0,0.36,0.1,0.16,0.01,0.02,0.04,0.01,0.01,0.13,0.07,0.07,0.2,1.48,0.8284,0.61059,0.21781,0,0,0.18425,0.05161,0.08155,0.00467,0.01188,0.02293,0.00692,0.00421,0.06548,0.03442,0.0384,0.10427,0.21781,0.19,0.14,1.24,0.44,0,6.11,0.81,0,0,0,0,0,0,0,0,0,0,0,-0.29,-0.75,-0.24,-0.02,7.03,0.39,-2.29,0.01,0,0.15,0.23,2.01,0,0,74.28,74,72,74,7.37,73.59,0,75.92,64.4,54,9.17,23.77,294.49
4.6,1.35,0,0,0,0.49,0.13,0.15,0.01,0.02,0.05,0.01,0.01,0.12,0.08,0.08,0.21,0,0.69969,0.69969,0,0,0,0.25547,0.06922,0.07935,0.00506,0.01188,0.02408,0.00591,0.00376,0.05982,0.03923,0.03927,0.10664,0,0.17,0.12,0.89,0.31,0,7.98,0.6,0,0,0,0,0,0,0,0,0,0,0,-0.23,-0.24,1.33,0.01,5.11,0.79,-1.74,0.04,0,0.38,0.52,2.07,0,0,74.98,74,72,74,7.01,72.89,0,78.98,64.85,47,6.93,35.82,219.36
6.64,1.52,1.47,0,0,0.65,0.17,0.15,0.01,0.02,0.05,0.01,0.01,0.1,0.06,0.08,0.21,1.47,1.00237,0.7862,0.21617,0,0,0.33726,0.08845,0.07714,0.00564,0.01188,0.02408,0.00663,0.00337,0.05416,0.03166,0.03927,0.10664,0.21617,0.15,0.14,0.76,0.27,0,9.99,0.53,0,0,0,0,0,0,0,0,0,0,0,-0.18,0.02,2.11,0.03,5.77,0.61,-1.77,0.14,0,0.6,0.7,2.03,0,0,75.8,74,72,74,16.4,72.19,0,82.04,64.99,40,11.63,49.45,245.04
